NOC,Year,delegation_size,female_ratio,sport_count,total_medals,gold_medals,silver_medals,bronze_medals,sport_hhi,medal_rate,Season,is_host,wb_country,gdp,population,gdp_per_capita,log_gdp,log_population,log_gdp_per_capita,log_delegation_size,log_total_medals
CAN,1968,70,0.2702702702702703,9,3,1,1,1,0.5555555555555556,0.04285714285714286,Winter,0,Canada,72048833006.1602,20744000.0,3473.237225518714,25.00060996226091,16.847767606200637,8.152842356060274,4.248495242049359,1.3862943611198906
CAN,1972,47,0.4,7,1,0,1,0,1.0,0.02127659574468085,Winter,0,Canada,113463848873.624,22218463.0,5106.737080491301,25.454750111005445,16.91643416786608,8.538315943139368,3.8501476017100584,0.6931471805599453
CAN,1976,59,0.3761467889908257,8,3,1,1,1,0.3333333333333333,0.05084745762711865,Winter,0,Canada,207271612576.065,23449808.0,8838.947106776524,26.057295908159574,16.97037286518978,9.086923042969792,4.07753744390572,1.3862943611198906
CAN,1980,59,0.3953488372093023,8,2,0,1,1,0.5,0.03389830508474576,Winter,0,Canada,274776566028.053,24515667.0,11208.202739417737,26.339224117195673,17.014822940529285,9.324401176666388,4.07753744390572,1.0986122886681098
CAN,1984,67,0.3626373626373626,8,4,2,1,1,0.625,0.05970149253731343,Winter,0,Canada,356718400123.543,25607053.0,13930.474550255472,26.600212512291296,17.058378379316984,9.541834132974316,4.204692619390966,1.6094379124341003
CAN,1988,112,0.3263157894736842,10,5,0,2,3,0.52,0.044642857142857144,Winter,1,Canada,509380027626.554,26791747.0,19012.57232783491,26.956460191079927,17.10360445029424,9.852855740785685,4.718498871295094,1.791759469228055
CAN,1992,108,0.3172043010752688,11,7,2,3,2,0.26530612244897955,0.06481481481481481,Winter,0,Canada,594387358318.855,28371264.0,20950.330528765127,27.11079706215417,17.16088735989898,9.949909702255189,4.68213122712422,2.0794415416798357
CAN,1994,95,0.3624161073825503,10,13,3,6,4,0.1715976331360947,0.1368421052631579,Winter,0,Canada,579944346807.264,29000663.0,19997.623737335387,27.086197982102437,17.18282924975838,9.903368732344058,4.553876891600541,2.6390573296152584
CAN,1998,144,0.44711538461538464,12,15,6,5,4,0.2177777777777778,0.10416666666666667,Winter,0,Canada,634000000000.0,30155173.0,21024.585068704466,27.175314791383638,17.221867041876138,9.9534477495075,4.969813299576001,2.772588722239781
CAN,2002,150,0.4697674418604651,13,17,7,3,7,0.20415224913494814,0.11333333333333333,Winter,0,Canada,760649334098.005,31359199.0,24256.01923371847,27.35743829241706,17.26101821102844,10.09642008138862,5.0106352940962555,2.8903717578961645
CAN,2006,191,0.4459016393442623,15,24,7,10,7,0.17708333333333331,0.1256544502617801,Winter,0,Canada,1319264809590.97,32571193.0,40504.03709778054,27.908095734934555,17.298938805381106,10.609156929553448,5.25227342804663,3.2188758248682006
CAN,2010,201,0.44805194805194803,15,26,14,7,5,0.13313609467455623,0.12935323383084577,Winter,1,Canada,1617343367486.26,34005902.0,47560.666600940625,28.111806022457124,17.342044655751035,10.769761366706087,5.303304908059076,3.295836866004329
CAN,2014,217,0.4401114206128134,14,25,10,10,5,0.18719999999999998,0.1152073732718894,Winter,0,Canada,1805749878439.94,35434066.0,50960.84311746611,28.221997066559044,17.38318423175861,10.838812834800434,5.37989735354046,3.258096538021482
CAY,2010,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,,,,,,,,0.0,0.0
CAY,2014,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,,,,,,,,0.0,0.0
CHI,1960,5,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Chile,4211103676.74027,8153350.0,516.4875390778355,22.160990606279135,15.913939443706822,6.247051162572315,1.6094379124341003,0.0
CHI,1964,5,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Chile,6065708668.32735,8842525.0,685.9702028919737,22.525917218077495,15.995083027312512,6.530834190764983,1.6094379124341003,0.0
CHI,1968,4,0.18181818181818182,1,0,0,0,0,0.0,0.0,Winter,0,Chile,7286820526.02462,9514716.0,765.8474016486273,22.70933314599471,16.0683502106579,6.640982935336807,1.3862943611198906,0.0
CHI,1976,5,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Chile,10523479088.8075,10838251.0,970.957314866347,23.07687470144669,16.198592194094502,6.878282507352191,1.6094379124341003,0.0
CHI,1984,4,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Chile,19974595028.1582,12207733.0,1636.224762464759,23.717727054458724,16.31758016136288,7.400146893095844,1.3862943611198906,0.0
CHI,1988,5,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Chile,26174858613.8456,12999424.0,2013.5398779088673,23.988065192116146,16.38041560675189,7.607649585364256,1.6094379124341003,0.0
CHI,1992,5,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Chile,46538895685.8088,13884577.0,3351.841088555222,24.563554266258176,16.446289213728914,8.117265052529262,1.6094379124341003,0.0
CHI,1994,3,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Chile,57438273591.0521,14316256.0,4012.1015991228505,24.773976705368607,16.47690623279814,8.297070472570468,1.0986122886681098,0.0
CHI,1998,3,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Chile,81990010704.0602,15127799.0,5419.824172971904,25.12986325610773,16.532044602611325,8.597818653496402,1.0986122886681098,0.0
CHI,2002,6,0.2727272727272727,2,0,0,0,0,0.0,0.0,Winter,0,Chile,70264045939.2773,15857925.0,4430.847411579844,24.97552606737061,16.579179933329215,8.396346134041393,1.791759469228055,0.0
CHI,2006,9,0.3333333333333333,2,0,0,0,0,0.0,0.0,Winter,0,Chile,153843518170.864,16509195.0,9318.656552961183,25.75920180699082,16.6194280563793,9.139773750611521,2.1972245773362196,0.0
CHI,2010,3,0.5,1,0,0,0,0,0.0,0.0,Winter,0,Chile,217051209238.534,17181464.0,12632.87047241923,26.103399149920605,16.659341686256464,9.444057463664139,1.0986122886681098,0.0
CHI,2014,6,0.42857142857142855,3,0,0,0,0,0.0,0.0,Winter,0,Chile,259560978224.359,17864195.0,14529.676720633592,26.28225749547159,16.698308988250883,9.58394850722071,1.791759469228055,0.0
CHN,1980,24,0.42105263157894735,5,0,0,0,0,0.0,0.0,Winter,0,China,191487500000.0,981235000.0,195.14947999205083,25.978088369285224,20.704322540319847,5.273765828965379,3.1780538303479458,0.0
CHN,1984,37,0.44285714285714284,5,0,0,0,0,0.0,0.0,Winter,0,China,260442857142.857,1036825000.0,251.1926864638266,26.285649315700518,20.7594289959259,5.526220319774617,3.6109179126442243,0.0
CHN,1988,13,0.5333333333333333,3,0,0,0,0,0.0,0.0,Winter,0,China,312888888888.889,1101630000.0,284.02357314968634,26.469113976888124,20.820056738123373,5.649057238764752,2.5649493574615367,0.0
CHN,1992,32,0.6351351351351351,6,3,0,3,0,0.5555555555555556,0.09375,Winter,0,China,428502354788.069,1164970000.0,367.82265190354167,26.783562070390545,20.87596117255955,5.907600897830995,3.4657359027997265,1.3862943611198906
CHN,1994,24,0.7209302325581395,5,3,0,1,2,0.3333333333333333,0.125,Winter,0,China,566929539493.172,1191835000.0,475.6778744483691,27.063500863980657,20.898759973189456,6.164740890791202,3.1780538303479458,1.3862943611198906
CHN,1998,57,0.6931818181818182,7,8,0,6,2,0.59375,0.14035087719298245,Winter,0,China,1037134141760.35,1241935000.0,835.0953485974306,27.667482392413262,20.93993648414454,6.7275459082687235,4.04305126783455,2.1972245773362196
CHN,2002,66,0.6759259259259259,7,8,2,2,4,0.78125,0.12121212121212122,Winter,0,China,1489821682050.54,1280400000.0,1163.559576734255,28.029677552247968,20.970438366059984,7.059239186187986,4.189654742026425,2.1972245773362196
CHN,2006,73,0.5547945205479452,9,11,2,4,5,0.30578512396694213,0.1506849315068493,Winter,0,China,2791498472804.33,1311020000.0,2129.2569699961327,28.65759965460885,20.99407129714174,7.6635283574671105,4.290459441148391,2.4849066497880004
CHN,2010,86,0.6535433070866141,10,11,5,2,4,0.25619834710743805,0.12790697674418605,Winter,0,China,6192564874453.29,1337705000.0,4629.245517100773,29.454370474549485,21.01422129601767,8.440149178531815,4.454347296253507,2.4849066497880004
CHN,2014,62,0.6055045871559633,9,9,3,4,2,0.5061728395061729,0.14516129032258066,Winter,0,China,10674533168257.4,1371860000.0,7781.0659748497665,29.99888194277621,21.03943332022726,8.959448622548953,4.127134385045092,2.302585092994046
CMR,2002,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Cameroon,12417251350.4882,15725528.0,789.6238110725566,23.24235258062516,16.5707959370936,6.671556643531559,0.0,0.0
COL,2010,1,1.0,1,0,0,0,0,0.0,0.0,Winter,0,Colombia,286498534094.963,44777319.0,6398.295844710198,26.380999256491126,17.617212296864682,8.763786959626445,0.0,0.0
CRC,1980,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Costa Rica,4831447001.16686,2390633.0,2020.9906753428315,22.29841184590683,14.687068742396667,7.611343103510162,0.0,0.0
CRC,1984,3,0.0,3,0,0,0,0,0.0,0.0,Winter,0,Costa Rica,3660477856.22977,2667595.0,1372.2014984395196,22.020859537648647,14.796687875394552,7.224171662254095,1.0986122886681098,0.0
CRC,1988,2,0.0,2,0,0,0,0,0.0,0.0,Winter,0,Costa Rica,4614629898.40348,2968103.0,1554.7404852201826,22.252497506323213,14.903433586171298,7.349063920151915,0.6931471805599453,0.0
CRC,1992,4,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Costa Rica,8579754757.93237,3284258.0,2612.387564537369,22.872671167046214,15.004651309196946,7.868019857849269,1.3862943611198906,0.0
CRC,2002,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Costa Rica,16578820687.2881,4075705.0,4067.718514290926,23.5313918554922,15.220554295828235,8.310837559663966,0.0,0.0
CRC,2006,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Costa Rica,22715540324.3032,4321340.0,5256.596408591594,23.846315122989253,15.279076097308,8.567239025681252,0.0,0.0
CRO,1992,4,0.125,3,0,0,0,0,0.0,0.0,Winter,0,Croatia,10621169290.9986,4575818.0,2321.152041230355,23.08611494942991,15.336296038523543,7.749818910906366,1.3862943611198906,0.0
CRO,1994,3,0.0,2,0,0,0,0,0.0,0.0,Winter,0,Croatia,15062911616.8222,4652024.0,3237.926463152856,23.435501375081806,15.352812951678752,8.082688423403056,1.0986122886681098,0.0
CRO,1998,6,0.46153846153846156,3,0,0,0,0,0.0,0.0,Winter,0,Croatia,25890228429.7214,4532135.0,5712.58985659549,23.977131453757895,15.326703688859368,8.650427764898527,1.791759469228055,0.0
CRO,2002,13,0.41379310344827586,5,4,3,1,0,1.0,0.3076923076923077,Winter,0,Croatia,26757722428.6781,4302174.0,6219.581641439445,24.010088957548344,15.274631034295927,8.735457923252417,2.5649493574615367,1.6094379124341003
CRO,2006,23,0.3695652173913043,6,3,1,2,0,1.0,0.13043478260869565,Winter,0,Croatia,49583544860.0759,4311159.0,11501.209966989363,24.626924858780505,15.27671733544301,9.350207523337495,3.1354942159291497,1.3862943611198906
CRO,2010,19,0.2702702702702703,4,3,0,2,1,0.5555555555555556,0.15789473684210525,Winter,0,Croatia,58975205417.3439,4295427.0,13729.765496502188,24.800382945359882,15.273061526386682,9.5273214189732,2.9444389791664403,1.3862943611198906
CRO,2014,11,0.36,3,1,0,1,0,1.0,0.09090909090909091,Winter,0,Croatia,59606934500.9957,4201598.0,14186.729549327589,24.811037754937345,15.250975487081362,9.560062267855985,2.3978952727983707,0.6931471805599453
CYP,1980,3,0.3333333333333333,1,0,0,0,0,0.0,0.0,Winter,0,Cyprus,2154311276.94859,683076.0,3153.838338557627,21.490736916358077,13.43436140615455,8.056375510203525,1.0986122886681098,0.0
CYP,1984,5,0.2,1,0,0,0,0,0.0,0.0,Winter,0,Cyprus,2278248953.14058,719334.0,3167.1642841024895,21.54667298183885,13.486081062915737,8.060591918923112,1.6094379124341003,0.0
CYP,1988,3,0.25,1,0,0,0,0,0.0,0.0,Winter,0,Cyprus,4278792597.23965,766235.0,5584.1779574669,22.176936703292775,13.549244190184504,8.627692513108268,1.0986122886681098,0.0
CYP,1992,4,0.18181818181818182,1,0,0,0,0,0.0,0.0,Winter,0,Cyprus,6912150456.32334,810341.0,8529.928087463599,22.65654663561915,13.605210425712503,9.051336209906648,1.3862943611198906,0.0
CYP,1994,1,1.0,1,0,0,0,0,0.0,0.0,Winter,0,Cyprus,7425703928.57143,844667.0,8791.279792594514,22.728213322336252,13.646697745828025,9.081515576508226,0.0,0.0
CYP,1998,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Cyprus,10248618778.2805,914548.0,11206.212006674883,23.050408780112292,13.726185233133823,9.324223546978471,0.0,0.0
CYP,2002,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Cyprus,11420228846.1538,981440.0,11636.196656090846,23.158652080041254,13.796776159908024,9.36187592013323,0.0,0.0
CYP,2006,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Cyprus,20072754986.8272,1054418.0,19036.809867459775,23.722629259234353,13.86849951390485,9.854129745329505,0.0,0.0
CYP,2010,2,0.5,1,0,0,0,0,0.0,0.0,Winter,0,Cyprus,25799940077.6075,1127816.0,22876.01885201797,23.973638006297932,13.935793577167159,10.037844429130775,0.6931471805599453,0.0
CYP,2014,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Cyprus,23225918259.9824,1201801.0,19325.92688804752,23.868534658431244,13.999331822966823,9.869202835464419,0.0,0.0
CZE,1994,63,0.3162393162393162,7,0,0,0,0,0.0,0.0,Winter,0,Czech Republic,,,,,,,4.143134726391533,0.0
CZE,1998,61,0.3025210084033613,9,3,1,1,1,0.5555555555555556,0.04918032786885246,Winter,0,Czech Republic,,,,,,,4.110873864173311,1.3862943611198906
CZE,2002,76,0.3312883435582822,13,3,1,2,0,0.5555555555555556,0.039473684210526314,Winter,0,Czech Republic,,,,,,,4.330733340286331,1.3862943611198906
CZE,2006,83,0.31176470588235294,13,4,1,2,1,0.625,0.04819277108433735,Winter,0,Czech Republic,,,,,,,4.418840607796598,1.6094379124341003
CZE,2010,90,0.3023255813953488,13,6,2,0,4,0.3888888888888889,0.06666666666666667,Winter,0,Czech Republic,,,,,,,4.499809670330265,1.9459101490553132
CZE,2014,87,0.3575418994413408,13,8,2,4,2,0.46875,0.09195402298850575,Winter,0,Czech Republic,,,,,,,4.465908118654584,2.1972245773362196
DEN,1960,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Denmark,6361166544.50349,4579603.0,1389.0213943224971,22.573477616426334,15.337122871110626,7.236354745315707,0.0,0.0
DEN,1964,2,0.0,2,0,0,0,0,0.0,0.0,Winter,0,Denmark,9677401337.17309,4722072.0,2049.397242814826,22.993059245290286,15.367758244287716,7.625301001002571,0.6931471805599453,0.0
DEN,1968,3,0.3333333333333333,1,0,0,0,0,0.0,0.0,Winter,0,Denmark,13505574133.3333,4864883.0,2776.1354452580463,23.326368335936987,15.39755322398109,7.928815111955897,1.0986122886681098,0.0
DEN,1988,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Denmark,115540189705.118,5129516.0,22524.579259547685,25.472884269198115,15.45052186571744,10.022362403480676,0.0,0.0
DEN,1992,6,0.23076923076923078,3,0,0,0,0,0.0,0.0,Winter,0,Denmark,152966494259.538,5171370.0,29579.49136486811,25.753484742588924,15.458648201709696,10.294836540879226,1.791759469228055,0.0
DEN,1994,4,0.0,3,0,0,0,0,0.0,0.0,Winter,0,Denmark,156017919221.457,5206180.0,29967.830390316318,25.773236704403473,15.465356939428748,10.307879764974725,1.3862943611198906,0.0
DEN,1998,12,0.42105263157894735,6,1,0,1,0,1.0,0.08333333333333333,Winter,0,Denmark,176877077513.133,5304219.0,33346.48842989571,25.89872085093222,15.484013099588203,10.414707751344018,2.4849066497880004,0.6931471805599453
DEN,2002,11,0.5454545454545454,2,0,0,0,0,0.0,0.0,Winter,0,Denmark,178788209558.311,5375931.0,33257.16225865083,25.909467755443938,15.497442326281327,10.412025429162613,2.3978952727983707,0.0
DEN,2006,4,1.0,1,0,0,0,0,0.0,0.0,Winter,0,Denmark,283386151543.687,5437272.0,52119.17879842815,26.370076297602147,15.508788022465463,10.861288275136683,1.3862943611198906,0.0
DEN,2010,17,0.43478260869565216,7,0,0,0,0,0.0,0.0,Winter,0,Denmark,322345594075.47,5547683.0,58104.54455949808,26.49889008047087,15.528890921077156,10.969999159393712,2.833213344056216,0.0
DEN,2014,10,0.26666666666666666,3,0,0,0,0,0.0,0.0,Winter,0,Denmark,352832602064.452,5643475.0,62520.45097470123,26.589259566289293,15.546010568492928,11.043248997796365,2.302585092994046,0.0
DMA,2014,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,,,,,,,,0.0,0.0
EGY,1984,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,"Egypt, Arab Rep.",33971188991.6147,49247334.0,689.8076755102053,24.248778619731418,17.712365792137486,6.53641282759393,0.0,0.0
ESP,1960,4,0.25,1,0,0,0,0,0.0,0.0,Winter,0,Spain,12424514013.7604,30455000.0,407.9630278693285,23.242937294583495,17.23176074225272,6.011176552330774,1.3862943611198906,0.0
ESP,1964,6,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Spain,21966876027.2517,31609195.0,694.9520867978986,23.812801520572226,17.268958617243033,6.5438429033291925,1.791759469228055,0.0
ESP,1968,20,0.0,3,0,0,0,0,0.0,0.0,Winter,0,Spain,32394326463.759,33113134.0,978.2923737680342,24.201249135268057,17.31544055922703,6.885808576041027,2.995732273553991,0.0
ESP,1972,3,0.42857142857142855,1,1,1,0,0,1.0,0.3333333333333333,Winter,0,Spain,59090176028.993,34604469.0,1707.5880005265503,24.802330521297577,17.35949339353699,7.442837127760587,1.0986122886681098,0.6931471805599453
ESP,1976,4,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Spain,118422534195.474,36137812.0,3276.9702326049514,25.497524863884177,17.40285029896023,8.094674564923945,1.3862943611198906,0.0
ESP,1980,8,0.26666666666666666,3,0,0,0,0,0.0,0.0,Winter,0,Spain,232600556973.776,37491165.0,6204.143215442252,26.172588471584326,17.4396158631826,8.732972608401726,2.0794415416798357,0.0
ESP,1984,12,0.16,4,0,0,0,0,0.0,0.0,Winter,0,Spain,171979977230.387,38330364.0,4486.781738633815,25.870643895532286,17.4617529337896,8.408890961742685,2.4849066497880004,0.0
ESP,1988,12,0.3793103448275862,5,0,0,0,0,0.0,0.0,Winter,0,Spain,375891716897.586,38766939.0,9696.192853853796,26.65256695188559,17.47307835373162,9.179488598153968,2.4849066497880004,0.0
ESP,1992,17,0.2,4,1,0,0,1,1.0,0.058823529411764705,Winter,0,Spain,630465353486.104,39157685.0,16100.679942803155,27.16972403998682,17.483107257433787,9.686616782553035,2.833213344056216,0.6931471805599453
ESP,1994,13,0.30303030303030304,4,0,0,0,0,0.0,0.0,Winter,0,Spain,530183651720.283,39549108.0,13405.704414882961,26.996489296150706,17.493053698194142,9.503435597956564,2.5649493574615367,0.0
ESP,1998,12,0.25,4,0,0,0,0,0.0,0.0,Winter,0,Spain,618731484575.12,40223509.0,15382.334857337284,27.150937226462585,17.50996218365481,9.640975042807774,2.4849066497880004,0.0
ESP,2002,7,0.375,3,0,0,0,0,0.0,0.0,Winter,0,Spain,708938227243.923,41431558.0,17111.068505894058,27.287034233087482,17.53955341894632,9.747480814141165,1.9459101490553132,0.0
ESP,2006,16,0.5714285714285714,5,0,0,0,0,0.0,0.0,Winter,0,Spain,1261846683275.29,44397319.0,28421.686527406982,27.86359738556384,17.60868964269645,10.25490774286739,2.772588722239781,0.0
ESP,2010,18,0.42857142857142855,7,0,0,0,0,0.0,0.0,Winter,0,Spain,1427989078916.67,46576897.0,30658.742228291205,27.98728833199924,17.65661520362785,10.330673128371389,2.8903717578961645,0.0
ESP,2014,20,0.28205128205128205,7,0,0,0,0,0.0,0.0,Winter,0,Spain,1380244561361.96,46460733.0,29707.765509467103,27.95328181777457,17.654118062194566,10.299163755580006,2.995732273553991,0.0
EST,1992,19,0.27450980392156865,4,0,0,0,0,0.0,0.0,Winter,0,Estonia,,1533091.0,,,14.242796516822766,,2.9444389791664403,0.0
EST,1994,26,0.43283582089552236,6,0,0,0,0,0.0,0.0,Winter,0,Estonia,4123011419.74174,1462514.0,2819.126121009262,22.139849660432496,14.195667430691904,7.944182229740591,3.258096538021482,0.0
EST,1998,20,0.2708333333333333,5,0,0,0,0,0.0,0.0,Winter,0,Estonia,5674080542.88575,1386156.0,4093.392477387646,22.459174368312645,14.1420450065108,8.317129361801843,2.995732273553991,0.0
EST,2002,17,0.19607843137254902,5,3,1,1,1,1.0,0.17647058823529413,Winter,0,Estonia,7370119619.4782,1379350.0,5343.183107607351,22.720699773609997,14.137122931678464,8.583576841931535,2.833213344056216,1.3862943611198906
EST,2006,26,0.38095238095238093,6,3,3,0,0,1.0,0.11538461538461539,Winter,0,Estonia,17025671810.3124,1346810.0,12641.48009764733,23.557988148427384,14.113249391248916,9.444738757178467,3.258096538021482,1.3862943611198906
EST,2010,30,0.421875,4,1,0,1,0,1.0,0.03333333333333333,Winter,0,Estonia,19524355419.038,1331475.0,14663.70410187048,23.69492851901777,14.101797908243109,9.593130610774658,3.4011973816621555,0.6931471805599453
EST,2014,25,0.30303030303030304,6,0,0,0,0,0.0,0.0,Winter,0,Estonia,27055689003.0038,1314545.0,20581.789899169522,24.021163134469887,14.089001156114996,9.932161978354893,3.2188758248682006,0.0
ETH,2006,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Ethiopia,15280861834.6024,80703490.0,189.34573752141822,23.449867021882323,18.206292378897388,5.243574642984936,0.0,0.0
ETH,2010,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Ethiopia,29933790334.3418,90538514.0,330.6194127986439,24.12225379076418,18.321285887202098,5.800967903562082,0.0,0.0
EUN,1992,129,0.37850467289719625,12,23,9,6,8,0.27410207939508513,0.17829457364341086,Winter,0,Russian Federation,460290556900.726,148538197.0,3098.8026393017685,26.855123772461898,18.81635270198715,8.038771070474748,4.859812404361672,3.1780538303479458
FIJ,1988,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Fiji,1110009522.75743,758697.0,1463.0472016594636,20.8276344312946,13.539357767186281,7.288276664108321,0.0,0.0
FIJ,1994,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Fiji,1825732092.54674,794771.0,2297.180058843038,21.325246890144033,13.585809301827544,7.739437588316489,0.0,0.0
FIJ,2002,1,0.0,1,0,0,0,0,0.0,0.0,Winter,0,Fiji,1833279985.36741,858049.0,2136.5679411868205,21.329372541202844,13.66241648639652,7.666956054806322,0.0,0.0
FIN,1960,48,0.20270270270270271,6,8,2,3,3,0.4375,0.16666666666666666,Winter,0,Finland,5279481824.12983,4429634.0,1191.855088734155,22.38709379047925,15.303827520098062,7.083266270381185,3.871201010907891,2.1972245773362196
FIN,1964,51,0.21839080459770116,7,10,3,4,3,0.44000000000000006,0.19607843137254902,Winter,0,Finland,7848987792.54261,4548543.0,1725.6048348982542,22.78365041680164,15.330317519865611,7.453332896936027,3.9318256327243257,2.3978952727983707
FIN,1968,52,0.24210526315789474,7,5,1,2,2,0.52,0.09615384615384616,Winter,0,Finland,8916565040.54632,4626469.0,1927.293804529182,22.91117662423346,15.347304500119215,7.563872124114243,3.9512437185814275,1.791759469228055
FIN,1972,50,0.21686746987951808,6,5,0,4,1,0.44000000000000006,0.1,Winter,0,Finland,14744499569.8308,4639657.0,3177.928792975601,23.414135939663876,15.350150999056249,8.063984940607627,3.912023005428146,1.791759469228055
FIN,1976,47,0.26582278481012656,8,7,2,4,1,0.5918367346938775,0.14893617021276595,Winter,0,Finland,31852352669.6415,4725664.0,6740.291453146372,24.184377083415235,15.36851863813722,8.815858445278014,3.8501476017100584,2.0794415416798357
FIN,1980,52,0.21176470588235294,7,9,1,5,3,0.5061728395061729,0.17307692307692307,Winter,0,Finland,53649984061.205,4779535.0,11224.93800363529,24.70574700893463,15.379853819400871,9.325893189533758,3.9512437185814275,2.302585092994046
FIN,1984,45,0.2,6,13,4,3,6,0.455621301775148,0.28888888888888886,Winter,0,Finland,52870993272.6553,4881803.0,10830.218522266321,24.691120694092294,15.401025176806241,9.290095517286055,3.8066624897703196,2.6390573296152584
FIN,1988,53,0.1956521739130435,7,7,4,1,2,0.3877551020408163,0.1320754716981132,Winter,0,Finland,109039090262.971,4946481.0,22043.770159628835,25.414972281150316,15.41418697263827,10.000785308512045,3.970291913552122,2.0794415416798357
FIN,1992,62,0.2807017543859649,8,7,3,1,3,0.3877551020408163,0.11290322580645161,Winter,0,Finland,112537828510.751,5041992.0,22320.112469585634,25.44655525549927,15.433311800056789,10.013243455442481,4.127134385045092,2.0794415416798357
FIN,1994,61,0.2857142857142857,8,6,0,1,5,0.7222222222222223,0.09836065573770492,Winter,0,Finland,103182697780.307,5088333.0,20278.291098539936,25.35976701877027,15.442460829973669,9.917306188796603,4.110873864173311,1.9459101490553132
FIN,1998,85,0.36363636363636365,10,12,2,4,6,0.18055555555555558,0.1411764705882353,Winter,0,Finland,133990876724.522,5153498.0,25999.98616949536,25.621037550434135,15.455186265373142,10.165851285060992,4.442651256490317,2.5649493574615367
FIN,2002,98,0.38181818181818183,11,7,4,2,1,0.42857142857142855,0.07142857142857142,Winter,0,Finland,140360963811.765,5200598.0,26989.38926095903,25.66748325435034,15.464284176939662,10.203199077410677,4.584967478670572,2.0794415416798357
FIN,2006,90,0.3357142857142857,11,9,0,6,3,0.13580246913580246,0.1,Winter,0,Finland,217044068234.117,5266268.0,41214.01877650682,26.103366249288932,15.476832510261453,10.62653373902748,4.499809670330265,2.302585092994046
FIN,2010,91,0.363013698630137,10,5,0,1,4,0.3600000000000001,0.054945054945054944,Winter,0,Finland,249429613683.334,5363352.0,46506.29190165665,26.242442602851984,15.495099710717023,10.747342892134961,4.51085950651685,1.791759469228055
FIN,2014,99,0.35374149659863946,9,5,1,3,1,0.44000000000000006,0.050505050505050504,Winter,0,Finland,273478528954.901,5461512.0,50073.776081587115,26.33448895099151,15.513236232461892,10.821252718529616,4.59511985013459,1.791759469228055
FRA,1960,26,0.32727272727272727,6,3,1,0,2,1.0,0.11538461538461539,Winter,0,,,,,,,,3.258096538021482,1.3862943611198906
FRA,1964,24,0.34,5,7,3,4,0,0.7551020408163265,0.2916666666666667,Winter,0,,,,,,,,3.1780538303479458,2.0794415416798357
FRA,1968,75,0.22033898305084745,10,9,4,3,2,0.8024691358024691,0.12,Winter,1,,,,,,,,4.31748811353631,2.302585092994046
FRA,1972,40,0.18840579710144928,9,3,0,1,2,0.5555555555555556,0.075,Winter,0,,,,,,,,3.6888794541139363,1.3862943611198906
FRA,1976,35,0.22033898305084745,8,1,0,0,1,1.0,0.02857142857142857,Winter,0,,,,,,,,3.5553480614894135,0.6931471805599453
FRA,1980,22,0.22727272727272727,6,1,0,0,1,1.0,0.045454545454545456,Winter,0,,,,,,,,3.091042453358316,0.6931471805599453
FRA,1984,32,0.22807017543859648,7,3,0,1,2,1.0,0.09375,Winter,0,,,,,,,,3.4657359027997265,1.3862943611198906
FRA,1988,68,0.23478260869565218,9,2,1,0,1,1.0,0.029411764705882353,Winter,0,,,,,,,,4.219507705176107,1.0986122886681098
FRA,1992,109,0.33152173913043476,12,9,3,5,1,0.2345679012345679,0.08256880733944955,Winter,1,,,,,,,,4.6913478822291435,2.302585092994046
FRA,1994,98,0.3727810650887574,10,5,0,1,4,0.44000000000000006,0.05102040816326531,Winter,0,,,,,,,,4.584967478670572,1.791759469228055
FRA,1998,106,0.33962264150943394,12,8,2,1,5,0.1875,0.07547169811320754,Winter,0,,,,,,,,4.663439094112067,2.1972245773362196
FRA,2002,114,0.2784090909090909,15,11,4,5,2,0.256198347107438,0.09649122807017543,Winter,0,,,,,,,,4.736198448394496,2.4849066497880004
